sheet1,sheet2,count
湖北省,上海市,73
湖北省,北京市,5
湖北省,安徽省,133
湖北省,广东省,675
湖北省,江苏省,20
湖北省,河北省,81
湖北省,河南省,218
湖北省,浙江省,33
湖北省,湖北省,6104
湖北省,甘肃省,2
