sheet1,sheet2,count
湖北省,上海市,19
湖北省,云南省,1
湖北省,内蒙古自治区,6
湖北省,北京市,63
湖北省,吉林省,5
湖北省,四川省,7
湖北省,天津市,6
湖北省,宁夏回族自治区,4
湖北省,安徽省,21
湖北省,山东省,17
湖北省,山西省,5
湖北省,广东省,7
湖北省,广西壮族自治区,5
湖北省,江苏省,30
湖北省,江西省,3
湖北省,河北省,23
湖北省,河南省,6
湖北省,浙江省,22
湖北省,海南省,1
湖北省,湖北省,1020
湖北省,湖南省,3
湖北省,甘肃省,4
湖北省,福建省,13
湖北省,贵州省,2
湖北省,辽宁省,68
湖北省,重庆市,12
湖北省,陕西省,3
